Houshold_size,Food_safety_importance,Different_plates,Thermometer,Different_utensil,Different_cutting_boards,Not_leaving_food_out,Pork,Poultry,Beef,Sheep_Goat,Fish,Ground_Meat,Wash_Any
5,5,usually,usually,always,always,always,0,0,0,0,0,0,0
5,5,always,seldom,usually,always,usually,0,0,0,NA,0,0,NA
4,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
4,5,always,usually,usually,always,always,0,0,0,0,0,0,0
3,5,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
3,4,always,never,always,always,usually,0,0,0,0,0,0,0
1,3,seldom,never,seldom,seldom,always,0,0,0,0,0,0,0
4,4,always,about half the time,seldom,usually,about half the time,0,0,0,0,0,0,0
2,4,always,usually,always,always,sometimes,0,0,0,0,0,0,0
6,5,always,usually,always,always,sometimes,0,0,0,0,0,0,0
1,3,always,about half the time,always,always,usually,1,0,0,NA,1,0,1
3,4,always,seldom,always,always,usually,0,0,0,0,0,0,0
3,4,always,sometimes,usually,always,about half the time,0,0,0,0,1,0,1
5,2,usually,never,about half the time,always,usually,0,0,0,0,0,0,0
2,5,always,usually,usually,always,usually,0,0,0,0,NA,0,NA
3,4,always,never,always,never,always,0,0,0,0,0,0,0
5,4,always,always,seldom,always,seldom,0,1,0,NA,1,0,1
2,5,always,usually,always,always,usually,0,0,0,0,1,0,1
2,3,always,usually,always,always,sometimes,0,0,0,NA,0,0,NA
1,3,always,seldom,always,always,never,0,0,0,0,0,0,0
6,5,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,always,about half the time,about half the time,always,usually,0,0,0,0,0,0,0
2,4,always,usually,usually,always,sometimes,0,0,0,NA,NA,0,NA
5,3,always,about half the time,usually,always,seldom,0,0,0,0,0,0,0
4,5,usually,usually,always,always,about half the time,1,1,NA,NA,1,NA,1
2,3,usually,usually,sometimes,never,seldom,0,0,0,0,1,0,1
2,4,about half the time,usually,about half the time,usually,about half the time,0,0,0,0,0,0,0
3,4,always,usually,always,always,always,0,0,0,NA,0,0,NA
3,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
2,5,always,always,seldom,always,sometimes,0,0,0,0,NA,0,NA
1,5,always,sometimes,always,always,sometimes,0,0,0,0,0,0,0
2,4,always,seldom,always,always,about half the time,1,1,0,1,1,0,1
1,5,always,always,about half the time,always,usually,0,0,0,0,0,0,0
5,5,always,sometimes,always,always,always,NA,1,NA,NA,1,0,1
2,2,always,seldom,usually,usually,about half the time,0,0,0,0,0,0,0
1,4,always,never,usually,always,always,0,0,0,0,0,0,0
2,4,always,usually,always,always,always,0,0,0,0,0,0,0
5,4,always,never,seldom,usually,usually,0,0,0,NA,0,0,NA
4,4,always,usually,always,always,about half the time,0,0,0,0,1,0,1
2,4,always,about half the time,always,always,always,0,0,0,0,0,0,0
6,4,always,seldom,sometimes,always,sometimes,0,0,0,NA,NA,0,NA
4,4,always,never,about half the time,always,seldom,0,0,0,0,1,0,1
1,5,always,always,always,always,always,0,0,0,NA,NA,0,NA
2,4,always,never,always,always,about half the time,1,1,1,1,1,NA,1
2,5,always,sometimes,always,always,always,NA,0,0,NA,1,0,1
2,5,always,sometimes,usually,always,usually,0,0,0,0,0,0,0
5,5,always,never,always,always,always,0,0,0,0,0,0,0
4,3,always,seldom,always,always,always,0,0,0,0,0,0,0
1,4,usually,usually,always,usually,about half the time,0,0,0,0,0,0,0
2,4,about half the time,usually,seldom,about half the time,about half the time,0,0,0,0,0,0,0
6,5,usually,always,always,always,always,0,1,0,NA,0,0,1
2,5,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
3,4,always,usually,never,never,sometimes,0,0,0,0,0,0,0
2,5,always,about half the time,usually,always,usually,0,0,0,NA,0,0,NA
2,4,always,sometimes,about half the time,always,usually,0,0,0,0,0,0,0
4,4,always,never,never,always,usually,0,0,0,0,0,0,0
4,4,always,never,usually,always,about half the time,0,0,0,0,0,0,0
4,4,sometimes,seldom,usually,usually,about half the time,1,1,1,1,1,0,1
1,4,always,never,always,always,always,0,0,0,0,0,0,0
1,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
2,5,always,sometimes,seldom,always,about half the time,0,1,0,NA,0,0,1
3,3,always,seldom,seldom,usually,about half the time,0,0,0,0,1,0,1
4,4,usually,sometimes,usually,seldom,usually,0,0,0,NA,0,0,NA
4,4,always,seldom,usually,always,usually,0,0,0,0,0,0,0
4,5,always,usually,always,always,sometimes,1,1,1,1,1,0,1
3,4,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,usually,1,0,1,1,1,NA,1
5,4,always,sometimes,usually,always,usually,1,1,1,1,0,1,1
4,5,always,never,always,always,always,0,0,0,0,0,0,0
4,5,usually,sometimes,always,always,sometimes,1,0,0,0,0,0,1
4,5,always,about half the time,always,always,usually,0,1,0,NA,1,0,1
2,4,always,always,never,never,usually,0,0,0,0,0,0,0
1,3,always,sometimes,always,always,seldom,NA,NA,NA,NA,0,NA,NA
1,4,always,about half the time,always,always,usually,1,1,1,1,1,0,1
4,4,always,about half the time,usually,usually,about half the time,0,0,0,0,0,0,0
1,5,always,about half the time,always,always,about half the time,NA,1,1,NA,1,1,1
3,5,always,sometimes,always,always,always,0,0,0,0,0,0,0
3,5,always,seldom,about half the time,always,about half the time,0,0,0,0,1,0,1
3,4,always,always,usually,always,sometimes,0,0,0,NA,NA,0,NA
3,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
1,5,always,usually,always,always,about half the time,0,NA,0,0,0,0,NA
2,4,always,always,about half the time,always,always,0,0,0,0,0,0,0
2,4,always,never,usually,usually,always,0,0,0,0,0,0,0
3,3,seldom,never,about half the time,always,usually,0,0,0,NA,1,0,1
1,5,always,always,usually,always,always,0,0,0,0,0,0,0
3,5,always,about half the time,always,always,usually,0,0,NA,NA,NA,0,NA
1,4,always,usually,usually,always,usually,0,0,0,0,0,0,0
1,4,always,about half the time,sometimes,always,usually,1,1,0,0,0,0,1
3,4,always,about half the time,usually,always,about half the time,0,0,0,0,1,0,1
4,3,always,seldom,usually,usually,seldom,0,0,0,0,0,0,0
2,4,always,never,always,always,usually,0,0,0,NA,0,0,NA
4,3,always,seldom,always,usually,about half the time,0,0,0,0,1,0,1
4,4,usually,about half the time,usually,always,usually,0,0,0,0,0,0,0
6,5,always,always,about half the time,always,usually,0,0,0,0,0,0,0
3,5,always,always,always,always,about half the time,0,0,0,NA,NA,0,NA
1,5,always,always,always,always,usually,0,0,0,0,0,0,0
4,4,always,seldom,always,always,sometimes,NA,0,0,NA,0,NA,NA
2,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
6,3,always,usually,always,always,always,0,0,0,0,0,0,0
4,5,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
5,4,always,always,always,always,always,0,0,0,0,0,0,0
4,5,always,always,always,always,always,0,0,0,0,0,0,0
2,4,always,never,always,always,about half the time,0,0,0,NA,0,0,NA
4,4,always,never,sometimes,always,usually,0,0,0,0,1,0,1
1,4,always,about half the time,always,always,usually,NA,0,0,NA,0,0,NA
3,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
3,4,usually,seldom,usually,usually,sometimes,0,0,0,0,0,0,0
5,5,always,usually,always,always,always,1,1,1,1,1,0,1
3,4,always,usually,about half the time,usually,always,0,0,0,0,0,0,0
4,5,always,about half the time,always,always,usually,0,0,0,NA,0,0,NA
5,4,about half the time,never,usually,usually,always,0,0,0,0,0,0,0
1,5,always,usually,always,always,about half the time,0,0,0,0,1,0,1
4,5,always,usually,always,always,always,0,1,0,0,1,0,1
1,2,always,never,usually,always,usually,0,0,0,NA,0,0,NA
1,5,always,seldom,always,always,usually,0,0,0,NA,NA,0,NA
6,3,always,sometimes,about half the time,always,usually,0,0,0,0,0,0,0
1,3,always,always,always,always,sometimes,0,0,0,0,0,0,0
3,5,always,seldom,always,always,always,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,usually,0,0,0,0,1,0,1
2,2,always,never,usually,sometimes,seldom,0,0,0,0,0,0,0
1,2,usually,never,usually,always,always,0,0,0,0,0,0,0
1,4,always,usually,always,about half the time,always,0,0,0,0,0,0,0
3,5,always,about half the time,about half the time,always,sometimes,1,1,0,NA,1,0,1
2,4,usually,about half the time,sometimes,seldom,about half the time,0,0,0,0,0,0,0
2,4,always,seldom,always,always,always,0,0,0,NA,1,0,1
3,5,always,usually,always,always,always,0,0,0,0,0,0,0
1,5,always,seldom,always,always,always,NA,0,0,0,0,0,NA
3,4,always,sometimes,always,always,usually,0,1,0,0,1,0,1
2,5,always,never,always,always,usually,1,1,0,NA,NA,0,1
2,5,always,about half the time,always,always,sometimes,0,0,0,0,0,0,0
3,4,always,seldom,never,always,seldom,0,0,0,0,0,0,0
5,4,usually,sometimes,about half the time,always,sometimes,0,0,0,0,0,0,0
1,3,usually,seldom,sometimes,always,about half the time,0,0,0,NA,0,0,NA
3,4,always,never,usually,always,sometimes,1,1,1,1,1,0,1
1,4,always,usually,always,always,usually,0,0,0,0,0,0,0
6,5,always,always,always,usually,always,1,1,0,0,0,0,1
2,4,always,seldom,always,always,usually,NA,NA,NA,NA,1,NA,1
4,4,always,usually,usually,usually,always,NA,1,1,1,1,0,1
6,5,always,usually,always,always,always,0,0,0,0,0,0,0
2,4,usually,always,usually,always,usually,0,0,0,0,0,0,0
2,3,always,usually,usually,always,usually,0,0,0,0,0,0,0
5,5,always,always,always,always,usually,0,0,0,0,0,0,0
2,4,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,always,never,sometimes,always,about half the time,0,0,0,0,1,0,1
1,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
2,4,usually,usually,usually,seldom,sometimes,0,0,0,0,0,0,0
1,3,always,always,seldom,always,seldom,0,0,0,0,0,0,0
2,5,sometimes,never,always,always,about half the time,0,0,0,0,0,0,0
2,3,always,always,usually,always,seldom,NA,NA,NA,NA,NA,NA,NA
2,4,always,usually,seldom,usually,always,0,0,0,NA,0,0,NA
1,3,always,never,about half the time,always,about half the time,0,0,0,0,0,0,0
6,4,always,never,seldom,always,about half the time,0,1,0,NA,0,0,1
4,4,always,always,always,always,usually,0,0,0,0,0,0,0
2,4,always,never,always,always,always,0,1,0,0,0,0,1
1,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
1,3,always,never,always,always,usually,0,0,0,0,0,0,0
4,4,usually,never,always,always,always,0,1,0,0,0,0,1
2,5,always,about half the time,usually,always,about half the time,0,0,0,0,0,0,0
1,4,always,seldom,usually,always,about half the time,0,0,0,0,0,0,0
4,5,always,usually,always,always,usually,1,1,1,1,0,0,1
2,4,always,always,usually,always,seldom,0,0,0,0,0,0,0
4,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
3,4,usually,never,usually,always,about half the time,0,0,0,0,0,0,0
5,4,always,always,sometimes,always,about half the time,0,0,0,0,1,0,1
2,4,always,seldom,usually,always,about half the time,0,0,0,0,0,0,0
2,4,about half the time,seldom,sometimes,usually,about half the time,0,0,0,0,0,0,0
3,4,always,never,always,always,usually,0,0,0,NA,0,0,NA
2,5,always,about half the time,always,always,always,0,1,0,0,0,0,1
2,5,always,always,about half the time,always,always,0,0,0,NA,0,0,NA
6,1,always,never,always,always,always,0,1,0,0,1,0,1
6,1,always,never,always,always,always,0,1,0,0,1,0,1
4,4,always,about half the time,always,always,usually,0,0,0,0,1,0,1
2,4,always,about half the time,always,always,about half the time,0,1,1,1,1,0,1
2,4,always,always,always,always,always,0,0,0,0,0,0,0
1,3,always,never,always,always,about half the time,0,1,0,1,1,0,1
1,5,always,usually,sometimes,always,about half the time,0,0,0,NA,0,0,NA
1,4,always,about half the time,usually,always,usually,0,0,0,0,0,0,0
2,5,always,seldom,sometimes,always,always,0,0,0,0,0,0,0
2,5,always,usually,always,always,usually,0,0,0,0,1,0,1
3,5,always,sometimes,always,always,always,0,0,0,NA,0,0,NA
1,2,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,seldom,always,usually,usually,0,0,0,0,0,0,0
4,4,always,always,usually,always,usually,0,0,0,0,0,0,0
2,4,always,sometimes,usually,always,sometimes,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,always,0,0,0,0,0,0,0
1,3,usually,never,usually,always,seldom,0,0,0,0,0,0,0
2,4,always,usually,sometimes,usually,always,1,1,0,NA,0,0,1
3,4,always,sometimes,usually,always,about half the time,0,0,0,0,0,0,0
2,4,always,sometimes,always,always,always,0,0,0,0,0,0,0
2,4,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
3,4,usually,seldom,always,always,sometimes,0,0,0,0,0,0,0
2,5,always,seldom,always,always,usually,0,0,0,NA,0,0,NA
3,5,always,usually,always,always,usually,0,0,0,0,0,0,0
3,4,usually,sometimes,always,always,about half the time,0,0,0,0,0,0,0
4,1,always,never,usually,never,sometimes,NA,1,1,NA,1,1,1
3,5,always,always,usually,always,always,0,0,0,0,0,0,0
4,5,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,seldom,0,0,0,0,0,0,0
2,4,always,about half the time,about half the time,always,usually,0,0,0,0,0,0,0
1,3,always,seldom,usually,never,always,0,0,0,0,0,0,0
3,4,usually,never,never,always,usually,0,0,0,0,0,0,0
3,3,always,never,always,always,about half the time,NA,0,NA,NA,1,NA,1
5,5,always,about half the time,always,always,usually,0,0,0,NA,0,0,NA
1,4,always,usually,sometimes,always,usually,NA,0,1,NA,0,NA,1
3,5,always,never,always,always,always,0,0,0,0,0,0,0
1,4,always,about half the time,always,always,always,0,0,0,0,0,0,0
2,4,always,never,usually,always,sometimes,1,1,1,1,1,0,1
4,4,always,usually,usually,always,usually,0,0,1,0,1,0,1
4,4,always,seldom,always,always,seldom,0,0,0,NA,0,0,NA
5,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
5,3,seldom,never,seldom,about half the time,seldom,0,0,0,0,0,0,0
2,5,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,usually,sometimes,always,usually,0,0,0,0,1,0,1
2,5,always,sometimes,always,always,usually,0,0,0,0,1,0,1
2,5,always,never,always,always,sometimes,0,0,0,0,0,0,0
2,5,always,seldom,always,always,usually,0,0,0,0,0,0,0
1,5,always,sometimes,always,always,usually,0,0,0,0,1,0,1
2,4,always,sometimes,about half the time,always,sometimes,0,0,0,0,0,0,0
2,5,always,seldom,always,usually,usually,0,0,0,NA,1,0,1
2,4,always,about half the time,about half the time,always,usually,0,0,0,0,0,0,0
4,5,always,always,always,always,seldom,0,0,0,0,0,0,0
4,4,always,never,usually,usually,seldom,0,0,0,0,0,0,0
4,4,always,usually,usually,always,usually,NA,1,NA,1,1,0,1
3,5,always,seldom,always,always,about half the time,0,0,0,NA,1,0,1
2,4,always,never,always,always,always,0,0,0,0,0,0,0
2,5,always,seldom,usually,usually,seldom,0,0,0,0,0,0,0
3,5,always,always,always,always,always,1,1,1,1,1,1,1
3,3,usually,seldom,usually,about half the time,usually,0,0,0,0,0,0,0
1,4,always,seldom,always,always,usually,0,1,0,NA,1,0,1
3,4,always,usually,usually,always,seldom,0,0,0,NA,0,0,NA
2,5,always,always,always,always,always,0,0,0,0,0,0,0
4,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,never,always,always,always,0,1,0,0,0,0,1
3,5,always,always,always,always,sometimes,0,0,0,0,0,0,0
2,5,always,never,always,always,always,0,0,0,0,NA,0,NA
2,4,always,usually,always,always,sometimes,NA,1,0,NA,1,NA,1
6,5,always,always,always,always,about half the time,0,1,0,NA,0,0,1
2,4,always,never,about half the time,always,always,0,0,0,NA,NA,0,NA
3,5,always,about half the time,never,always,usually,0,0,0,0,0,0,0
4,5,always,always,about half the time,always,always,0,0,0,0,0,0,0
4,5,always,sometimes,always,always,never,0,0,0,0,1,0,1
3,4,sometimes,sometimes,always,usually,about half the time,0,0,0,NA,NA,0,NA
4,4,always,never,sometimes,always,usually,0,0,0,0,0,0,0
2,3,always,usually,usually,usually,seldom,1,1,0,NA,0,0,1
3,4,always,about half the time,usually,always,always,0,0,0,0,0,0,0
2,4,always,never,always,always,usually,NA,0,NA,NA,NA,NA,NA
5,4,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
5,4,always,usually,always,always,usually,0,0,0,0,0,0,0
4,4,always,seldom,seldom,always,about half the time,NA,1,NA,1,1,0,1
1,3,always,never,always,always,sometimes,0,0,1,0,0,0,1
4,4,always,never,always,always,always,0,0,0,0,0,0,0
2,4,always,never,usually,always,usually,0,0,0,0,0,0,0
1,5,always,usually,always,always,always,0,0,0,0,0,0,0
3,4,always,usually,always,always,usually,0,0,0,0,0,0,0
4,5,always,sometimes,always,always,always,NA,0,0,NA,NA,0,NA
2,5,always,usually,always,always,always,0,0,0,0,0,0,0
3,5,always,about half the time,always,always,always,0,1,0,0,1,0,1
2,4,always,usually,usually,always,usually,0,0,0,0,0,0,0
4,4,always,about half the time,sometimes,about half the time,usually,0,0,0,0,0,0,0
3,4,always,usually,always,always,usually,NA,0,0,0,0,0,NA
3,3,always,sometimes,usually,always,sometimes,0,0,0,0,0,0,0
2,2,always,seldom,NA,always,sometimes,0,1,1,0,0,0,1
1,5,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
1,5,always,always,always,always,always,0,0,0,0,0,0,0
4,3,always,always,seldom,always,seldom,0,0,0,0,1,0,1
1,5,always,sometimes,always,always,always,1,1,0,0,1,0,1
4,3,always,never,always,about half the time,always,1,0,1,0,0,0,1
2,4,always,about half the time,always,always,usually,0,0,0,NA,0,0,NA
4,5,always,always,always,always,usually,0,0,0,0,0,0,0
2,4,always,usually,always,always,always,0,0,0,0,0,0,0
6,4,always,always,always,always,always,0,0,0,NA,NA,0,NA
1,4,always,sometimes,seldom,always,about half the time,0,0,0,0,0,0,0
3,4,always,never,usually,always,usually,0,0,0,NA,0,0,NA
2,3,always,sometimes,usually,always,seldom,0,0,0,NA,NA,0,NA
2,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
4,5,always,never,never,always,always,1,1,0,NA,NA,NA,1
2,5,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
3,5,always,usually,seldom,always,always,0,0,0,0,0,0,0
2,3,sometimes,sometimes,always,always,sometimes,0,0,0,0,0,0,0
4,4,always,usually,usually,usually,usually,NA,0,NA,NA,0,NA,NA
4,4,always,usually,always,always,sometimes,0,1,0,0,1,0,1
1,4,always,always,sometimes,usually,seldom,0,0,0,0,0,0,0
6,4,always,seldom,usually,always,about half the time,0,0,0,0,0,0,0
1,4,always,seldom,always,always,always,1,1,0,NA,1,0,1
2,4,usually,usually,always,always,usually,0,0,0,0,0,0,0
2,3,always,sometimes,always,about half the time,seldom,0,0,1,0,1,0,1
1,3,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
5,3,always,usually,always,always,always,1,0,1,0,0,0,1
2,5,always,about half the time,always,always,about half the time,NA,0,0,0,0,0,NA
1,4,usually,never,seldom,never,sometimes,0,0,0,0,0,0,0
3,5,always,usually,always,always,usually,1,1,0,0,0,0,1
2,3,always,always,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
2,5,always,never,about half the time,always,always,0,0,0,0,0,0,0
1,5,always,usually,always,always,usually,0,0,0,0,0,0,0
4,4,always,never,always,always,always,0,0,0,0,0,0,0
4,4,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
3,5,always,usually,always,never,always,NA,1,0,0,0,0,1
3,3,always,usually,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,never,always,always,usually,0,0,0,NA,0,0,NA
3,3,always,always,usually,always,about half the time,0,0,0,0,0,0,0
1,5,always,always,always,always,usually,0,0,0,0,0,0,0
3,4,always,sometimes,usually,always,about half the time,0,0,0,0,0,0,0
4,3,always,seldom,never,always,usually,0,0,0,NA,0,0,NA
